Galleria_mellonella	Achroia_grisella	Amyelois_transitella	Bombyx_mori	Danaus_plexippus	Helicoverpa_armigera	Ostrinia_nubilalis	Plodia_interpunctella	Plutella_xylostella	Manduca_sexta	Arctopsyche_grandis
gene-LOC113517290	gene-LOC131853700	gene-LOC106134528	gene-LOC101735902	gene-LOC116767518	gene-LOC110372748	gene-LOC135071669	gene-LOC128683083	gene-LOC105394154	gene-LOC115451473	gene-LOC143909690
gene-LOC113517432	gene-LOC131853697	gene-LOC106134497	gene-LOC101740990	gene-LOC116767730	gene-Dcx-emap	gene-LOC135072078	gene-LOC128682953	gene-LOC105394671	gene-LOC115451151	gene-DCX-EMAP
gene-LOC113513805	gene-LOC131853704	gene-LOC106134485	gene-LOC101741135	gene-LOC116767495	gene-LOC110372683	gene-LOC135071673	gene-LOC128683040	gene-LOC105394144	gene-LOC115450603	gene-LOC143909659
gene-LOC128201289	.	.	.	.	.	.	.	.	.	.
gene-LOC113519518	gene-LOC131853695	gene-LOC106134518	gene-LOC101741278	gene-LOC116767637	gene-LOC110372682	gene-LOC135071685	gene-LOC128682945	gene-LOC105394660	gene-LOC115451258	gene-Pi3K92E
gene-LOC113522059	gene-LOC131853696	.	gene-LOC105842557	gene-LOC116767636	gene-LOC126054281	.	.	gene-LOC105394134	gene-LOC115451272	.
gene-LOC113517274	gene-LOC131853717	gene-LOC106134525	gene-wh3	gene-LOC116767635	gene-LOC110372729	gene-LOC135071686	gene-LOC128683628	gene-LOC105394122	gene-LOC115450615	gene-w
gene-LOC113517423	gene-LOC131853718	gene-LOC106134526	gene--w-2	gene-LOC116767603	gene-LOC110372731	gene-LOC135071672	gene-LOC128683629	gene-LOC105394111	gene-LOC115450621	gene-st
gene-LOC113517425	gene-LOC131853714	gene-LOC106134502	gene-LOC101741553	gene-LOC116767309	gene-LOC110372685	gene-LOC135072119	gene-LOC128683627	gene-LOC105394631	gene-LOC115449350	gene-RhoGAP19D
gene-Trnae-cuc-3	.	.	.	.	.	.	.	.	.	.
gene-LOC128202424	.	.	.	.	.	.	.	.	.	.
gene-LOC113517427	gene-LOC131845130	gene-LOC106134519	gene-LOC101744303	gene-LOC116767382	gene-LOC110378720	gene-LOC135071671	gene-LOC128683533	gene-LOC119693641	gene-LOC115449351	.
gene-LOC128202438	.	.	.	.	.	.	.	.	.	.
gene-LOC113517640	gene-LOC131845113	gene-LOC106134487	gene-LOC101742139	gene-LOC116767383	gene-LOC110378724	gene-LOC135071693	gene-LOC128683817	gene-LOC119693697	gene-LOC115449353	.
gene-LOC113517638	gene-LOC131845115	gene-LOC106134536	gene-LOC101744446	gene-LOC116767381	gene-LOC110378722	gene-LOC135071694	gene-LOC128683814	gene-LOC119693695	gene-LOC115449352	.
gene-LOC113517509	gene-LOC131845134	gene-LOC106134516	gene-LOC101744594	gene-LOC116767385	.	gene-LOC135072121	gene-LOC128683818	gene-LOC119693698	gene-LOC115449354	gene-Rad51D
gene-LOC113517637	gene-LOC131845085	gene-LOC106134515	gene-LOC101744916	gene-LOC116767308	gene-Ttd14	gene-LOC135071695	gene-LOC128683816	gene-LOC119693696	gene-LOC115449355	gene-Ttd14
gene-LOC113517554	gene-LOC131845137	gene-LOC106134498	gene-LOC101745170	gene-LOC116767738	gene-LOC110378710	gene-LOC135072212	gene-LOC128683812	gene-LOC119693699	gene-LOC115454893	gene-LOC143918684
gene-LOC113517428	gene-LOC131845083	gene-LOC106134510	gene-LOC101745315	gene-LOC116767442	gene-Mi-2	gene-LOC135071718	gene-LOC128682900	gene-LOC119693721	gene-LOC115445286	gene-Mi-2
gene-LOC113517376	gene-LOC131845126	gene-LOC106134512	gene-LOC101742286	gene-LOC116767445	gene-Hd	gene-LOC135071697	gene-LOC128682907	gene-LOC119693722	gene-LOC115445288	gene-hd
gene-LOC113517309	gene-LOC131845095	gene-LOC106134486	gene-LOC101745551	gene-LOC116767444	gene-LOC110378716	gene-LOC135072213	gene-LOC128683780	gene-LOC105388830	gene-LOC115445289	.
gene-LOC128200572	.	.	.	.	.	.	.	.	.	.
gene-LOC113517429	gene-LOC131845097	gene-LOC106134476	.	gene-LOC116767446	.	.	.	gene-LOC105388829	.	.
gene-LOC113517544	gene-LOC131845100	gene-LOC106134500	gene-LOC101745699	gene-LOC116767735	gene-LOC110378706	gene-LOC135072214	gene-LOC128683720	gene-LOC105388817	gene-LOC115445275	gene-Sec20
gene-LOC113522401	gene-LOC131845096	gene-LOC106134495	.	gene-LOC116767741	.	gene-LOC135071709	gene-LOC128683719	gene-LOC105388828	gene-LOC115445276	.
gene-LOC113517251	gene-LOC131845094	gene-LOC106134483	gene-NOS2	gene-LOC116767492	gene-LOC110378714	gene-LOC135071698	gene-LOC128683748	gene-LOC105388816	gene-LOC115445279	.
gene-LOC113517211	gene-LOC131845093	gene-LOC106134527	gene-NOS1	gene-LOC116767515	gene-LOC110378704	gene-LOC135071700	gene-LOC128683672	gene-LOC105388815	gene-LOC115445277	.
gene-LOC113517628	gene-LOC131845099	gene-LOC106134501	gene-LOC101746080	gene-LOC116767501	gene-LOC110378709	gene-LOC135071701	gene-LOC128683673	gene-LOC105388814	gene-LOC115445278	.
gene-Trnad-guc	.	.	.	.	.	.	.	.	.	.
gene-LOC113517630	gene-LOC131845082	gene-LOC106134531	gene-Anxb13	gene-LOC116767353	gene-LOC110378703	gene-LOC135071702	gene-LOC128683558	gene-LOC105390344	gene-LOC115445291	.
gene-LOC113517645	gene-LOC131845135	gene-LOC106134533	gene-LOC101746362	gene-LOC116767706	gene-LOC126053429	gene-LOC135071703	gene-LOC128683768	gene-LOC105390347	gene-LOC115445285	.
gene-LOC113517644	gene-LOC131845129	gene-LOC106134533	gene-LOC101746362	gene-LOC116767765	gene-LOC126053429	gene-LOC135071703	gene-LOC128683525	gene-LOC105390347	gene-LOC115445285	.
gene-LOC113517470	gene-LOC131845129	gene-LOC106134534	gene-LOC101746928	gene-LOC116767739	gene-LOC126053429	gene-LOC135072218	gene-LOC128683769	gene-LOC105390347	gene-LOC119189548	.
gene-LOC113517422	gene-LOC131845081	gene-LOC106134479	gene-Lrpl	gene-LOC116767211	gene-LOC110378719	gene-LOC135071720	gene-LOC128683762	gene-LOC105390349	gene-LOC115445272	.
gene-LOC113517469	gene-LOC131845080	gene-LOC106134520	gene-Adh	gene-LOC116767212	gene-LOC110378708	gene-LOC135072219	gene-LOC128683525	gene-LOC105390348	gene-LOC115445273	.
gene-LOC128200700	gene-LOC131845090	gene-LOC106134492	gene-Fng	gene-LOC116767578	gene-LOC110371554	gene-LOC135071712	gene-LOC128683635	gene-LOC105390350	gene-LOC115445284	.
gene-LOC128202516	.	.	.	.	.	.	.	.	.	.
gene-LOC128202521	.	.	.	.	.	.	.	.	.	.
gene-LOC128202522	.	.	.	.	.	.	.	.	.	.
gene-LOC128202593	.	.	.	.	.	.	.	.	.	.
gene-LOC128202591	gene-LOC131849745	gene-LOC106143470	gene-LOC101742298	gene-LOC116775271	gene-LOC110376647	gene-LOC135083114	gene-LOC128680018	gene-LOC105381550	gene-LOC115448784	.
gene-LOC113511127	gene-LOC131849747	gene-LOC106143459	gene-LOC101739919	gene-LOC116775174	gene-LOC110376668	gene-LOC135083097	gene-LOC128680010	gene-LOC105381405	gene-LOC115448785	gene-LOC143923074
gene-LOC116413367	gene-LOC131849746	gene-LOC106143467	gene-LOC101739782	.	.	gene-LOC135082634	gene-LOC128680021	.	gene-LOC115448789	.
gene-LOC113519953	gene-LOC131849725	gene-LOC106143466	gene-LOC101742156	gene-LOC116775253	gene-LOC110376646	gene-LOC135082627	gene-LOC128680011	gene-LOC105381406	gene-LOC115448772	gene-LOC143909316
gene-LOC113520060	gene-LOC131849887	.	.	gene-LOC116775365	.	.	.	.	.	.
gene-LOC128202556	gene-LOC131849775	gene-LOC106143463	gene-LOC101739638	gene-LOC116775234	gene-LOC110376666	gene-LOC135082969	gene-LOC128679877	gene-LOC105381519	gene-LOC115448775	gene-LOC143909069
gene-LOC128202560	gene-LOC131849811	gene-LOC106143465	gene-LOC101739500	gene-LOC116775235	gene-LOC110376667	gene-LOC135082971	gene-LOC128679878	gene-LOC105381511	gene-LOC115448776	.
gene-LOC113511156	gene-LOC131849608	gene-LOC106143460	.	.	.	gene-LOC135082968	gene-LOC128679902	.	.	.
gene-LOC113511064	gene-LOC131849607	gene-LOC106143462	gene-LOC101742015	gene-LOC116775233	gene-LOC110379511	gene-LOC135082626	gene-LOC128679901	gene-LOC105381498	gene-LOC115448777	gene-LOC143909305
gene-LOC113511076	gene-LOC131849576	gene-LOC132903310	.	gene-LOC116775265	gene-LOC110379515	gene-LOC135083096	gene-LOC128679905	gene-LOC119691728	.	.
gene-LOC113511078	gene-LOC131849578	gene-LOC106139176	gene-LOC101739360	gene-LOC116775266	gene-LOC110379516	gene-LOC135082947	gene-LOC128679906	gene-LOC119691727	.	.
gene-LOC113511070	gene-LOC131849577	gene-LOC106141172	gene-RpS20	gene-LOC116775293	gene-LOC110379519	gene-LOC135082899	gene-LOC128679907	gene-LOC119691729	.	.
gene-LOC128202575	.	.	.	.	.	.	.	.	.	.
gene-LOC128202519	.	.	.	.	.	.	.	.	.	.
gene-LOC113511304	gene-LOC131849878	gene-LOC106139182	gene-Tub1	gene-LOC116775057	gene-LOC110379520	gene-LOC135082941	gene-LOC128679620	gene-LOC119691660	.	gene-LOC143909309
gene-LOC113511197	gene-LOC131849877	gene-LOC106139183	gene-Tub2	gene-LOC116775057	gene-LOC110379521	gene-LOC135082936	gene-LOC128679803	gene-LOC105380966	.	gene-LOC143909309
gene-LOC113511198	gene-LOC131849881	gene-LOC106139184	gene-LOC101738973	gene-LOC116775394	gene-LOC110379522	gene-LOC135082631	gene-LOC128679804	gene-LOC105380919	.	.
gene-LOC113516478	gene-LOC131849876	gene-LOC106139180	gene-Tub3	gene-LOC116775334	gene-LOC110379509	gene-LOC135082628	gene-LOC128679802	gene-LOC105380920	.	gene-LOC143909309
gene-LOC113521005	gene-LOC131849882	gene-LOC106139175	gene-LOC101738704	gene-LOC116775333	gene-LOC110379513	gene-LOC135083095	gene-LOC128679801	gene-LOC105380967	gene-LOC115450232	.
gene-LOC113511360	gene-LOC131849880	gene-LOC106139170	gene-Borealin	gene-LOC116775379	gene-LOC110379517	gene-LOC135082933	gene-LOC128679887	gene-LOC105386801	gene-LOC115444554	.
gene-LOC113511139	gene-LOC131849875	gene-LOC106139173	gene-LOC101738569	gene-LOC116775249	gene-LOC110379518	gene-LOC135083094	gene-LOC128679943	gene-LOC105386802	gene-LOC115444552	.
gene-LOC113511140	gene-LOC131849879	gene-LOC106139177	gene-LOC101738439	gene-LOC116775367	gene-LOC110379512	gene-LOC135082630	gene-LOC128679600	gene-LOC105380922	gene-LOC115444547	.
gene-LOC113511087	gene-LOC131849874	gene-LOC106139174	gene-LOC101738210	gene-LOC116775366	gene-LOC110379510	gene-LOC135082819	gene-LOC128679598	gene-LOC105380923	gene-LOC115444546	.
gene-LOC128202599	.	.	.	.	.	.	.	.	.	.
gene-LOC113511306	gene-LOC131849621	gene-LOC106139408	gene-LOC101741571	gene-LOC116775268	gene-LOC110379514	gene-LOC135082995	gene-LOC128679862	gene-LOC105380970	gene-LOC115444557	.
gene-LOC113511010	gene-LOC131849625	gene-LOC106137569	gene-LOC101741432	gene-LOC116775171	gene-LOC110377415	gene-LOC135082812	gene-LOC128679707	.	gene-LOC115444556	.
gene-LOC113511309	gene-LOC131849883	.	.	.	.	.	.	.	.	.
gene-LOC113511308	gene-LOC131849801	gene-LOC106137570	gene-LOC101741295	.	gene-LOC110377430	gene-LOC135082814	gene-LOC128679942	gene-LOC105394753	gene-LOC115444579	.
gene-LOC113511307	gene-LOC131849754	gene-LOC106137588	gene-LOC101741150	gene-LOC116775025	gene-LOC110377433	gene-LOC135083072	gene-LOC128679540	gene-LOC105389792	gene-LOC115444551	.
gene-LOC116413362	.	gene-LOC132903356	gene-LOC101741150	gene-LOC116775025	gene-LOC110377433	gene-LOC135083072	gene-LOC128679540	.	gene-LOC115444551	.
gene-LOC113513379	gene-LOC131849579	gene-LOC106137579	gene-LOC101741003	gene-LOC116775027	gene-LOC110377431	gene-LOC135083073	gene-LOC128679979	gene-LOC105389793	gene-LOC115447956	gene-grsm
gene-LOC113509239	gene-LOC131849587	gene-LOC106137581	gene-LOC732968	gene-LOC116775024	gene-LOC110377417	gene-LOC135082817	gene-LOC128679983	gene-LOC105389722	gene-LOC115447953	gene-LOC143910087
gene-LOC113509238	gene-LOC131849586	gene-LOC106137580	gene-ORC5	gene-LOC116775023	gene-LOC110377416	gene-LOC135082813	gene-LOC128679981	gene-LOC105389721	gene-LOC115447952	gene-Orc5
gene-LOC113520052	gene-LOC131849829	gene-LOC106137582	gene-LOC101746343	gene-LOC116775303	gene-LOC110377429	gene-LOC135082599	gene-LOC128679984	gene-LOC105389782	gene-LOC115447954	gene-Tcs5
gene-LOC113520051	gene-LOC131849789	gene-LOC106137583	gene-LOC110385164	gene-LOC116775359	gene-LOC110377418	gene-LOC135082815	gene-LOC128679982	gene-LOC105389783	gene-LOC115447949	gene-mRpL39
gene-LOC128202601	.	.	.	.	.	.	.	.	.	.
gene-LOC113520053	.	.	.	.	.	.	.	.	.	.
gene-LOC128202528	.	.	.	.	.	.	.	.	.	.
gene-LOC128202604	.	.	.	.	.	.	.	.	.	.
gene-LOC113520050	gene-LOC131849629	gene-LOC106137585	gene-LOC101737950	gene-LOC116775357	gene-LOC110377427	gene-LOC135082766	gene-LOC128679978	gene-LOC105389796	gene-LOC115447948	gene-LOC143909742
gene-LOC113515318	gene-LOC131849630	gene-LOC106137586	gene-LOC101737724	gene-LOC116775358	gene-Ctsk1	gene-LOC135082811	gene-LOC128679655	gene-LOC105389726	gene-LOC115447945	.
gene-LOC113511494	gene-LOC131849702	gene-LOC106137571	gene-LOC105842927	gene-LOC116775224	gene-Neto	gene-LOC135082997	gene-LOC128679766	gene-LOC105389736	.	gene-Neto
gene-LOC113510345	gene-LOC131849739	gene-LOC106137575	gene-LOC101742098	gene-LOC116775338	gene-LOC110377420	gene-LOC135082822	gene-LOC128679900	gene-LOC105391785	.	.
gene-LOC113510347	gene-LOC131849772	gene-LOC106137575	gene-LOC101742098	gene-LOC116775338	gene-LOC110377420	gene-LOC135082822	gene-LOC128679900	gene-LOC105391785	.	gene-LOC143909154
gene-LOC113519230	gene-LOC131849596	gene-LOC106137574	gene-LOC101741806	gene-LOC116775396	gene-LOC110381162	gene-LOC135083075	gene-LOC128679946	gene-LOC105389703	.	.
gene-LOC113519229	gene-LOC131849734	gene-LOC106142713	gene-LOC733000	gene-LOC116775103	gene-LOC110381165	gene-LOC135082960	gene-LOC128679950	gene-LOC105389702	gene-LOC115444558	.
gene-LOC113520971	gene-LOC131849701	gene-LOC106142720	gene-LOC101740277	gene-LOC116775397	gene-LOC110381159	gene-LOC135083076	gene-LOC128679949	gene-LOC105391215	gene-LOC115444577	.
gene-LOC113520972	gene-LOC131849700	gene-LOC106142720	gene-LOC101741245	gene-LOC116775397	gene-LOC110381164	gene-LOC135082612	gene-LOC128679947	gene-LOC105391215	gene-LOC115444577	.
gene-LOC113513597	gene-LOC131849699	gene-LOC106142720	gene-LOC101741385	gene-LOC116775397	gene-LOC110381164	gene-LOC135082820	gene-LOC128679948	gene-LOC105391229	gene-LOC115444577	.
gene-LOC113513279	gene-LOC131849698	gene-LOC106142720	gene-LOC101740277	gene-LOC116775397	gene-LOC110381164	gene-LOC135082820	gene-LOC128679948	gene-LOC105391215	gene-LOC115444577	.
gene-LOC113515045	gene-LOC131849868	gene-LOC106142718	gene-LOC101741522	gene-LOC116775398	gene-LOC110381154	gene-LOC135083077	gene-LOC128679847	gene-LOC105391231	gene-LOC115444571	gene-LOC143909880
gene-LOC113515037	gene-LOC131849549	gene-LOC106142722	gene-LOC101737538	gene-LOC116775037	gene-LOC110381158	gene-LOC135082668	gene-LOC128679617	gene-LOC105389699	gene-LOC115444570	gene-LOC143923262
gene-LOC113520963	gene-LOC131849756	gene-LOC106142711	gene-LOC101741663	gene-LOC116775035	gene-LOC110381157	gene-LOC135082669	gene-LOC128679616	gene-LOC105389698	gene-LOC115445881	gene-LOC143923157
gene-LOC113520962	gene-LOC131849697	gene-LOC106142727	gene-LOC101737683	gene-LOC116775399	gene-LOC110381156	gene-LOC135082829	gene-LOC128679911	gene-LOC105394511	gene-LOC115445882	gene-Vps35
gene-LOC113511054	gene-LOC131849731	gene-LOC106142723	gene-LOC101737819	gene-LOC116775127	gene-LOC110381160	gene-LOC135082928	gene-LOC128679912	gene-LOC105393868	gene-LOC115445893	gene-LTV1
gene-LOC113511024	gene-LOC131849677	gene-LOC106142724	gene-LOC101736975	gene-LOC116775401	gene-LOC110381155	gene-LOC135082848	gene-LOC128679910	gene-LOC105393869	gene-LOC115445898	gene-LOC143909861
gene-LOC113515840	gene-LOC131851901	gene-LOC106133660	gene-LOC101746043	gene-LOC116770269	gene-LOC110379715	gene-LOC135075652	gene-LOC128674928	gene-LOC105392686	gene-LOC115442912	.
gene-LOC116413613	.	.	.	.	.	.	.	.	.	.
gene-LOC113521034	gene-LOC131851899	gene-LOC106133662	gene-LOC101745899	gene-LOC116770431	gene-LOC110379719	gene-LOC135075649	gene-LOC128674815	gene-LOC105392958	gene-LOC115442912	.
gene-LOC113516595	gene-LOC131851906	gene-LOC106140221	.	.	.	.	gene-LOC128674652	.	.	.
gene-LOC113516591	gene-LOC131851906	gene-LOC106140221	.	.	.	.	gene-LOC128674652	.	.	.
gene-LOC116413129	gene-LOC131851906	gene-LOC106140222	.	.	.	.	gene-LOC128674652	.	.	.
gene-LOC113516594	gene-LOC131851906	gene-LOC106140222	.	.	.	.	gene-LOC128674652	.	.	.
gene-LOC113516592	gene-LOC131851906	gene-LOC106140221	.	.	.	.	gene-LOC128674652	.	.	.
gene-LOC113515288	gene-LOC131851907	gene-LOC106140219	gene-LOC101746686	.	gene-LOC110379700	.	gene-LOC128674650	gene-LOC105392695	gene-LOC115442935	.
gene-LOC113515287	gene-LOC131851909	gene-LOC106140225	gene-LOC101737579	gene-LOC116770154	gene-LOC110379709	gene-LOC135075637	gene-LOC128674879	gene-LOC105393533	gene-LOC115442921	.
gene-LOC113512719	gene-LOC131851903	gene-LOC106133661	gene-LOC101746470	gene-LOC116770155	gene-LOC110379707	gene-LOC135075647	gene-LOC128674849	gene-LOC105392696	gene-LOC115442920	.
gene-LOC113523268	gene-LOC131851902	gene-LOC106140230	gene-LOC101746615	gene-LOC116770156	gene-LOC110379713	gene-LOC135075646	gene-LOC128674665	gene-LOC105388831	gene-LOC115442925	.
gene-LOC113513578	gene-LOC131851911	gene-LOC106140224	gene-LOC101739720	gene-LOC116770153	gene-LOC110379704	gene-LOC135075644	gene-LOC128674814	gene-LOC105392970	gene-LOC115442923	.
gene-LOC113523486	gene-LOC131851912	gene-LOC106133662	gene-LOC101739720	gene-LOC116770153	gene-LOC110379703	gene-LOC135075644	gene-LOC128674814	gene-LOC105392970	gene-LOC115442923	.
gene-LOC113514060	gene-LOC131851913	gene-LOC106140226	gene-LOC101746331	gene-LOC116770270	gene-LOC135117196	gene-LOC135075653	gene-LOC128674651	gene-LOC105392686	gene-LOC115442928	.
gene-LOC113514769	gene-LOC131851902	gene-LOC106133661	gene-Pi-t1	gene-LOC116770156	gene-LOC110379706	gene-LOC135075645	gene-LOC128674845	gene-LOC105388831	gene-LOC115442922	.
gene-LOC113514736	gene-LOC131851913	gene-LOC106140226	gene-LOC101746331	gene-LOC116770270	gene-LOC135117196	gene-LOC135075653	gene-LOC128674651	gene-LOC105392686	gene-LOC115442928	.
gene-LOC113513925	gene-LOC131851914	gene-LOC106140226	gene-LOC101746331	gene-LOC116770270	gene-LOC135117196	gene-LOC135075653	gene-LOC128674651	gene-LOC105392686	gene-LOC115442926	.
gene-LOC116413117	gene-LOC131851915	.	gene-LOC105841511	gene-LOC116770133	.	.	gene-LOC128674563	.	gene-LOC115442940	.
gene-LOC113516532	.	gene-LOC106134570	.	.	gene-LOC110379716	.	.	.	gene-LOC115442940	.
gene-LOC116413118	.	.	gene-LOC105841511	gene-LOC116770133	gene-LOC110379716	.	gene-LOC128674563	.	gene-LOC115442940	.
gene-LOC113519346	.	gene-LOC106140223	gene-LOC101737151	gene-LOC116770404	gene-LOC110379716	gene-LOC135075387	gene-LOC128674996	gene-LOC105383155	gene-LOC115452885	.
gene-LOC113511298	.	.	.	.	.	.	.	.	.	.
gene-LOC128200019	.	.	.	.	.	.	.	.	.	.
gene-LOC113511299	.	.	.	.	.	.	.	.	.	.
gene-LOC128200023	.	.	.	.	.	.	.	.	.	.
gene-LOC128200025	.	.	.	.	.	.	.	.	.	.
gene-LOC128200028	.	.	.	.	.	.	.	.	.	.
gene-LOC113511502	.	.	.	.	.	.	.	.	.	.
gene-LOC113522218	.	.	.	.	.	.	.	.	.	.
gene-LOC113514124	.	.	.	.	.	.	.	.	.	.
gene-LOC128200035	.	.	.	.	.	.	.	.	.	.
gene-LOC113515096	.	.	.	.	.	.	.	.	.	.
gene-LOC113511276	gene-LOC131849666	gene-LOC106135895	.	gene-LOC116775134	gene-LOC110376619	gene-LOC135082863	gene-LOC128679873	gene-LOC105392195	gene-LOC115449958	gene-LOC143909195
gene-LOC128200096	.	.	.	.	.	.	.	.	.	.
gene-LOC113514313	.	.	.	.	.	.	.	.	.	.
gene-LOC113511275	gene-LOC131849671	gene-LOC106137105	.	gene-LOC116775137	gene-LOC110376611	gene-LOC135083021	gene-LOC128679955	.	gene-LOC115449957	.
gene-LOC128200115	.	.	.	.	.	.	.	.	.	.
gene-LOC113511274	gene-LOC131849568	gene-LOC106137106	.	gene-LOC116775136	gene-LOC110376616	gene-LOC135082607	gene-LOC128679889	.	gene-LOC115449960	.
gene-LOC128200141	gene-LOC131849672	gene-LOC132903291	.	.	.	.	.	.	.	.
gene-LOC113511273	gene-LOC131849559	gene-LOC106137104	.	gene-LOC116775430	gene-LOC110376614	gene-LOC135082873	gene-LOC128679714	gene-LOC105392195	gene-LOC115443194	gene-LOC143909195
gene-LOC128200150	.	.	.	.	.	.	.	.	.	.
gene-LOC113514934	gene-LOC131849565	gene-LOC106137961	.	gene-LOC116775062	gene-LOC110377097	gene-LOC135082876	gene-LOC128679608	.	gene-LOC115443193	.
gene-LOC113511370	gene-LOC131849562	gene-LOC106137965	.	gene-LOC116775319	gene-LOC110377099	gene-LOC135082868	gene-LOC128679609	.	gene-LOC115443197	gene-LOC143923160
gene-LOC113511369	gene-LOC131849564	gene-LOC106137961	.	gene-LOC116775062	gene-LOC110377101	gene-LOC135082876	gene-LOC128679608	.	gene-LOC115443200	.
gene-LOC113511130	gene-LOC131849563	gene-LOC106137971	.	gene-LOC116775128	gene-LOC110377092	.	gene-LOC128679936	.	gene-LOC115443198	.
gene-Trnav-aac	.	.	.	.	.	.	.	.	.	.
gene-LOC113511271	gene-LOC131849558	gene-LOC106137963	.	gene-LOC116775352	gene-LOC110377117	gene-LOC135082613	gene-LOC128679888	.	gene-LOC115443210	.
gene-LOC113511270	gene-LOC131849567	gene-LOC106137960	.	gene-LOC116775362	gene-LOC110377113	gene-LOC135082978	gene-LOC128679680	gene-LOC105396667	gene-LOC115443209	.
gene-LOC113511268	gene-LOC131849561	gene-LOC106137970	.	gene-LOC116775362	gene-LOC110377100	gene-LOC135082658	gene-LOC128679914	gene-LOC105396667	gene-LOC115443209	.
gene-LOC113511102	gene-LOC131849675	gene-LOC106137968	gene-LOC101747211	gene-LOC116775375	gene-LOC110377111	gene-LOC135082853	gene-LOC128679921	.	gene-LOC115443201	.
gene-LOC113511178	gene-LOC131849560	gene-LOC106142501	gene-LOC101747078	gene-LOC116775433	gene-LOC110377103	gene-LOC135083088	gene-LOC128679845	gene-LOC105387403	gene-LOC115443202	gene-LOC143909197
gene-LOC113511143	gene-LOC131849828	gene-LOC106138016	gene-LOC101736096	gene-LOC116775086	gene-LOC110377102	gene-LOC135082720	gene-LOC128679555	gene-LOC105387382	gene-LOC115443211	.
gene-LOC113511133	gene-LOC131849828	gene-LOC106138016	gene-LOC101736096	gene-LOC116775086	gene-LOC110377102	gene-LOC135082720	gene-LOC128679555	gene-LOC105387382	gene-LOC115443211	.
gene-LOC113511266	gene-LOC131849676	.	.	.	gene-LOC135118778	gene-LOC135082981	.	.	.	.
gene-LOC113511045	gene-LOC131854220	gene-LOC106137962	.	gene-LOC133318704	.	gene-LOC135082965	gene-LOC128679805	gene-LOC105380785	gene-LOC115443204	.
gene-LOC128200135	.	.	.	.	.	.	.	.	.	.
gene-Trnav-aac-2	.	.	.	.	.	.	.	.	.	.
gene-LOC113511180	gene-LOC131854227	gene-LOC106141765	.	gene-LOC116775348	.	gene-LOC135082866	gene-LOC128679842	gene-LOC105380784	gene-LOC115443195	gene-LOC143909680
gene-LOC113511264	gene-LOC131854193	gene-LOC106137984	gene-LOC101735694	gene-LOC116775329	gene-LOC110377115	gene-LOC135082980	gene-LOC128679552	gene-LOC119691689	gene-LOC115443216	.
gene-LOC113511262	gene-LOC131854194	gene-LOC106137985	.	gene-LOC116775228	.	gene-LOC135082860	gene-LOC128679551	gene-LOC105380815	gene-LOC115443212	.
